series_animedb_id,series_title,series_type,series_episodes,my_watched_episodes,my_start_date,my_finish_date,my_score,my_status,my_times_watched,my_priority,my_tags
49692,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
27989,Hibike! Euphonium,TV,13,13,0000-00-00,0000-00-00,8,Completed,0,LOW,"covid2020, r/animeawards2020-2021, binge"
31988,Hibike! Euphonium 2,TV,13,13,2/9/2021,0000-00-00,8,Completed,0,LOW,"2021, binge"
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,TV,13,13,4/5/2021,6/28/2021,7,Completed,0,LOW,"2021, seasonal, preliminary"
11617,High School DxD,TV,12,12,0000-00-00,0000-00-00,7,Completed,0,LOW,
24703,High School DxD BorN,TV,12,12,0000-00-00,0000-00-00,7,Completed,0,LOW,
15451,High School DxD New,TV,12,12,0000-00-00,0000-00-00,6,Completed,0,LOW,
12729,High School DxD OVA,OVA,2,2,0000-00-00,0000-00-00,6,Completed,0,LOW,
13357,High School DxD Specials,Special,6,6,0000-00-00,0000-00-00,5,Completed,0,LOW,
8074,Highschool of the Dead,TV,12,12,0000-00-00,0000-00-00,7,Completed,0,LOW,
28825,Himouto! Umaru-chan,TV,12,12,0000-00-00,0000-00-00,6,Completed,0,LOW,
33241,Honobono Log,TV,10,0,0000-00-00,0000-00-00,0,Watching,0,LOW,
42897,Horimiya,TV,13,13,1/9/2021,4/3/2021,8,Completed,0,LOW,"2021, preliminary, seasonal"
431,Howl no Ugoku Shiro,Movie,1,1,0000-00-00,8/25/2022,9,Completed,0,LOW,
11061,Hunter x Hunter (2011),TV,148,148,0000-00-00,12/16/2020,10,Completed,0,LOW,"covid2020, top10, favorites"
37446,Hyakuren no Haou to Seiyaku no Valkyria,TV,12,5,0000-00-00,0000-00-00,3,Dropped,0,LOW,
12189,Hyouka,TV,22,22,0000-00-00,0000-00-00,8,Completed,0,LOW,covid2020
13469,Hyouka: Motsubeki Mono wa,OVA,1,1,0000-00-00,0000-00-00,6,Completed,0,LOW,covid2020
40046,Id:Invaded,TV,13,13,0000-00-00,1/17/2021,6,Completed,0,LOW,"c/script, r/animeawards2020-2021, 2021, binge"
40842,Idoly Pride,TV,12,12,0000-00-00,5/15/2021,7,Completed,0,LOW,"2021, binge"
42361,"Ijiranaide, Nagatoro-san",TV,12,12,0000-00-00,6/26/2021,7,Completed,0,LOW,"2021, seasonal, preliminary"
34542,Inuyashiki,TV,11,11,0000-00-00,0000-00-00,7,Completed,0,LOW,"covid2020, binge"
9041,IS: Infinite Stratos,TV,12,2,0000-00-00,0000-00-00,0,Dropped,0,LOW,
34420,Isekai Izakaya: Koto Aitheria no Izakaya Nobu,ONA,24,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
38472,Isekai Quartet,TV,12,12,0000-00-00,0000-00-00,8,Completed,0,LOW,covid2020
39988,Isekai Quartet 2,TV,12,12,0000-00-00,0000-00-00,7,Completed,0,LOW,covid2020
41567,Isekai Quartet Movie: Another World,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
34012,Isekai Shokudou,TV,12,12,0000-00-00,0000-00-00,7,Completed,1,LOW,rewatch
48804,Isekai Shokudou 2,TV,12,12,10/3/2021,12/18/2021,7,Completed,0,LOW,"2021, preliminary"
40010,Ishuzoku Reviewers,TV,12,12,0000-00-00,0000-00-00,8,Completed,0,LOW,covid2020
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,TV,6,6,0000-00-00,1/30/2021,7,Completed,0,LOW,"binge, 2021"
48753,Jahy-sama wa Kujikenai!,TV,20,20,7/31/2021,12/19/2021,5,Completed,0,LOW,"2021, seasonal, preliminary"
40530,Jaku-Chara Tomozaki-kun,TV,12,12,0000-00-00,3/27/2021,6,Completed,0,LOW,"2021, preliminary, seasonal"
39534,Jibaku Shounen Hanako-kun,TV,12,3,0000-00-00,0000-00-00,5,Dropped,0,LOW,
29785,Jitsu wa Watashi wa,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
14719,JoJo no Kimyou na Bouken (TV),TV,26,26,0000-00-00,0000-00-00,8,Completed,0,LOW,covid2020
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,TV,24,24,0000-00-00,0000-00-00,7,Completed,0,MEDIUM,covid2020
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,TV,24,24,0000-00-00,0000-00-00,9,Completed,0,MEDIUM,"covid2020, favorites"
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,TV,39,39,0000-00-00,0000-00-00,9,Completed,0,MEDIUM,"covid2020, favorites"
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,TV,39,39,0000-00-00,0000-00-00,9,Completed,0,MEDIUM,"covid2020, top10, favorites"
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,ONA,12,12,12/1/2021,0000-00-00,6,Completed,0,LOW,"2021, preliminary"
40787,Josee to Tora to Sakana-tachi,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
12679,Joshiraku,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
40748,Jujutsu Kaisen,TV,24,24,0000-00-00,3/26/2021,10,Completed,0,LOW,"2021, preliminary, seasonal, favorites"
48561,Jujutsu Kaisen 0 Movie,Movie,1,1,0000-00-00,0000-00-00,8,Completed,0,LOW,
5680,K-On!,TV,13,13,0000-00-00,0000-00-00,9,Completed,1,LOW,"covid2020, rewatch, favorites"
9617,K-On! Movie,Movie,1,1,0000-00-00,0000-00-00,8,Completed,0,LOW,covid2020
7791,K-On!!,TV,26,26,0000-00-00,0000-00-00,10,Completed,0,LOW,"covid2020, favorites"
9734,K-On!!: Keikaku!,Special,1,1,0000-00-00,0000-00-00,7,Completed,0,LOW,covid2020
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV,12,12,0000-00-00,0000-00-00,8,Completed,1,LOW,rewatch
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,TV,13,1,4/10/2022,0000-00-00,7,Watching,0,LOW,
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,TV,12,12,0000-00-00,0000-00-00,10,Completed,1,LOW,"top10, covid2020, preliminary, rewatch, favorites, r/animeawards2020-2021, c/script, c/cast"
7054,Kaichou wa Maid-sama!,TV,26,26,6/25/2021,7/4/2021,7,Completed,0,LOW,"2021, binge"
40750,Kaifuku Jutsushi no Yarinaoshi,TV,12,12,2/1/2021,4/2/2021,0,Completed,0,LOW,"seasonal, 2021, preliminary"
37981,Kaijuu no Kodomo,Movie,1,1,0000-00-00,1/28/2021,6,Completed,0,LOW,"c/animation, r/animeawards2020-2021, 2021"
34933,Kakegurui,TV,12,6,0000-00-00,0000-00-00,6,Dropped,0,LOW,
48675,Kakkou no Iinazuke,TV,24,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
40716,Kakushigoto,TV,12,12,0000-00-00,0000-00-00,8,Completed,0,LOW,"2021, binge"
14713,Kamisama Hajimemashita,TV,13,13,8/24/2021,8/31/2021,4,Completed,0,LOW,binge. 2021
41930,Kamisama ni Natta Hi,TV,12,12,0000-00-00,12/27/2020,3,Completed,0,LOW,"covid2020, r/animeawards2020-2021, preliminary, seasonal"
43969,Kanojo mo Kanojo,TV,12,12,7/2/2021,9/19/2021,2,Completed,0,LOW,"2021, seasonal, preliminary"
40839,"Kanojo, Okarishimasu",TV,12,12,0000-00-00,9/25/2020,6,Completed,0,LOW,"covid2020, preliminary, seasonal"
42963,"Kanojo, Okarishimasu 2nd Season",TV,12,3,0000-00-00,0000-00-00,3,Watching,0,LOW,
2593,Kara no Kyoukai Movie 1: Fukan Fuukei,Movie,1,1,3/5/2021,3/5/2021,5,Completed,0,LOW,
3782,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
35860,Karakai Jouzu no Takagi-san,TV,12,12,0000-00-00,3/10/2022,4,Completed,0,LOW,covid2020
45613,Kawaii dake ja Nai Shikimori-san,TV,12,5,4/10/2022,0000-00-00,3,Dropped,0,LOW,
18679,Kill la Kill,TV,24,24,12/29/2020,0000-00-00,8,Completed,0,LOW,
38000,Kimetsu no Yaiba,TV,26,26,0000-00-00,0000-00-00,8,Completed,0,LOW,"top10, covid2020, favorites"
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,Movie,1,1,0000-00-00,5/1/2021,10,Completed,1,HIGH,"hype, favorites, 2021, #1"
51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,TV,11,0,0000-00-00,0000-00-00,0,Watching,0,LOW,
49926,Kimetsu no Yaiba: Mugen Ressha-hen,TV,7,7,0000-00-00,12/7/2021,0,Completed,0,LOW,
47778,Kimetsu no Yaiba: Yuukaku-hen,TV,11,11,1/2/2022,2/20/2022,9,Completed,0,LOW,
35159,Kimi no Hikari: Asagao to Kase-san.,OVA,1,1,0000-00-00,10/19/2020,7,Completed,1,LOW,
32281,Kimi no Na wa.,Movie,1,1,0000-00-00,0000-00-00,7,Completed,0,LOW,covid2020
36098,Kimi no Suizou wo Tabetai,Movie,1,1,0000-00-00,11/17/2020,10,Completed,0,LOW,"covid2020, favorites"
41379,Kimi wa Kanata,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
51213,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
22535,Kiseijuu: Sei no Kakuritsu,TV,24,24,0000-00-00,0000-00-00,8,Completed,0,LOW,
7593,Kiss x Sis (TV),TV,12,12,0000-00-00,8/30/2020,2,Completed,0,LOW,covid2020
33206,Kobayashi-san Chi no Maid Dragon,TV,13,13,0000-00-00,0000-00-00,9,Completed,1,LOW,"rewatch, binge"
39247,Kobayashi-san Chi no Maid Dragon S,TV,12,12,7/7/2021,0000-00-00,9,Completed,0,MEDIUM,"2021, preliminary"
28851,Koe no Katachi,Movie,1,1,0000-00-00,0000-00-00,9,Completed,0,LOW,covid2020
41103,Koi to Yobu ni wa Kimochi Warui,TV,12,12,3/29/2021,6/14/2021,6,Completed,0,LOW,"2021, preliminary, seasonal"
34984,Koi wa Ameagari no You ni,TV,12,12,7/5/2021,7/7/2021,8,Completed,0,LOW,"2021, binge"
11887,Kokoro Connect,TV,13,13,0000-00-00,0000-00-00,6,Completed,0,LOW,
48926,"Komi-san wa, Comyushou desu.",TV,12,12,10/6/2021,12/30/2021,7,Completed,0,LOW,"seasonal, 2021, preliminary"
50631,"Komi-san wa, Comyushou desu. 2nd Season",TV,12,1,4/10/2022,0000-00-00,8,Watching,0,LOW,
30831,Kono Subarashii Sekai ni Shukufuku wo!,TV,10,10,0000-00-00,0000-00-00,9,Completed,1,LOW,"covid2020, rewatch, favorites"
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10,10,0000-00-00,0000-00-00,9,Completed,0,LOW,"covid2020, favorites"
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,OVA,1,1,0000-00-00,0000-00-00,8,Completed,0,LOW,covid2020
49458,Kono Subarashii Sekai ni Shukufuku wo! 3,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
32380,Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,OVA,1,1,0000-00-00,0000-00-00,7,Completed,0,LOW,covid2020
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,Movie,1,1,0000-00-00,0000-00-00,9,Completed,0,LOW,"covid2020, r/animeawards2020-2021, c/cast"
35241,Konohana Kitan,TV,12,12,7/21/2021,7/29/2021,6,Completed,0,LOW,"2021, binge"
52173,Koori Zokusei Danshi to Cool na Douryou Joshi,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
8841,Kore wa Zombie desu ka?,TV,12,12,0000-00-00,0000-00-00,5,Completed,0,LOW,
416,Kurenai no Buta,Movie,1,1,0000-00-00,0000-00-00,6,Completed,0,LOW,
32949,Kuzu no Honkai,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
49395,Kyoto Animation: Meiji-hen,Special,1,1,0000-00-00,0000-00-00,0,Completed,0,LOW,
49396,Kyoto Animation: Souzou-hen,Special,1,1,0000-00-00,0000-00-00,0,Completed,0,LOW,
18153,Kyoukai no Kanata,TV,12,12,0000-00-00,12/20/2020,5,Completed,0,LOW,binge
35677,Liz to Aoi Tori,Movie,1,1,8/28/2021,8/29/2021,8,Completed,0,LOW,2021
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
16353,Love Lab,TV,13,13,8/2/2021,8/4/2021,6,Completed,0,LOW,"2021, binge"
40082,Lupin III: The First,Movie,1,1,0000-00-00,12/26/2022,0,Completed,0,LOW,
50709,Lycoris Recoil,TV,13,4,7/13/2022,0000-00-00,0,Watching,0,LOW,
39071,Machikado Mazoku,TV,12,12,8/18/2021,0000-00-00,6,Completed,0,LOW,"2021, binge"
42745,Machikado Mazoku: 2-choume,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
34599,Made in Abyss,TV,13,0,3/24/2022,0000-00-00,0,Plan to Watch,0,LOW,
14513,Magi: The Labyrinth of Magic,TV,25,25,0000-00-00,2/6/2021,6,Completed,0,LOW,"2021, binge"
35062,Mahoutsukai no Yome,TV,24,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
40571,Majo no Tabitabi,TV,12,12,0000-00-00,0000-00-00,8,Completed,0,LOW,"covid2020, preliminary, seasonal"
49470,Mamahaha no Tsurego ga Motokano datta,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
38958,Manga de Wakaru! Fate/Grand Order,Special,1,1,0000-00-00,0000-00-00,8,Completed,1,LOW,"2021, rewatch"
33487,Masamune-kun no Revenge,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
42590,Mashiro no Oto,TV,12,3,4/23/2021,0000-00-00,0,Dropped,0,LOW,"2021, seasonal, preliminary"
21603,Mekakucity Actors,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
4087,Michiko to Hatchin,TV,22,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
38778,Midara na Ao-chan wa Benkyou ga Dekinai,TV,12,12,7/12/2021,7/12/2021,3,Completed,0,LOW,"2021, binge"
20541,Mikakunin de Shinkoukei,TV,12,12,0000-00-00,0000-00-00,7,Completed,0,LOW,"2021, binge"
10620,Mirai Nikki (TV),TV,26,26,0000-00-00,0000-00-00,4,Completed,0,LOW,
30307,Monster Musume no Iru Nichijou,TV,12,12,0000-00-00,0000-00-00,6,Completed,0,LOW,
31442,Musaigen no Phantom World,TV,13,13,0000-00-00,0000-00-00,5,Completed,0,LOW,
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,TV,11,11,0000-00-00,3/22/2021,7,Completed,0,LOW,"preliminary, 2021, seasonal"
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,TV,12,12,10/3/2021,12/30/2021,9,Completed,0,LOW,"2021, preliminary"
38397,Nande Koko ni Sensei ga!?,TV,12,12,0000-00-00,0000-00-00,2,Completed,0,LOW,covid2020
1735,Naruto: Shippuuden,TV,500,3,0000-00-00,0000-00-00,0,Dropped,0,LOW,
34383,Netsuzou TRap,TV,12,12,0000-00-00,0000-00-00,3,Completed,0,LOW,covid2020
31953,New Game!,TV,12,12,12/27/2020,12/28/2020,9,Completed,0,LOW,"binge, favorites"
34277,"New Game! Watashi, Shain Ryokou tte Hajimete nanode...",OVA,1,1,0000-00-00,12/28/2020,6,Completed,0,LOW,
34914,New Game!!,TV,12,12,0000-00-00,1/9/2021,9,Completed,0,LOW,binge
10165,Nichijou,TV,26,2,0000-00-00,0000-00-00,0,Dropped,0,LOW,covid2020
18897,Nisekoi,TV,20,20,7/30/2021,8/3/2021,7,Completed,0,LOW,"2021, binge"
11597,Nisemonogatari,TV,11,2,0000-00-00,0000-00-00,0,Dropped,0,LOW,
17549,Non Non Biyori,TV,12,12,5/26/2021,0000-00-00,9,Completed,0,LOW,"2021, binge"
36990,Non Non Biyori Movie: Vacation,Movie,1,1,7/2/2021,7/2/2021,9,Completed,0,LOW,2021
39808,Non Non Biyori Nonstop,TV,12,12,7/7/2021,0000-00-00,9,Completed,0,LOW,"2021, binge"
49521,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,OVA,1,1,0000-00-00,0000-00-00,0,Completed,0,LOW,
23623,Non Non Biyori Repeat,TV,12,12,0000-00-00,6/19/2021,9,Completed,0,LOW,"2021, rewatch, binge"
46102,Odd Taxi,TV,13,13,7/16/2021,7/17/2021,9,Completed,0,LOW,"2021, binge"
39753,"Omoi, Omoware, Furi, Furare",Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,0,LOW,
1029,Omoide Poroporo,Movie,1,1,0000-00-00,0000-00-00,5,Completed,0,LOW,2021
21,One Piece,TV,0,30,11/27/2021,0000-00-00,8,Watching,0,LOW,
30276,One Punch Man,TV,12,12,0000-00-00,0000-00-00,7,Completed,0,LOW,
12355,Ookami Kodomo no Ame to Yuki,Movie,1,1,0000-00-00,11/15/2020,7,Completed,0,LOW,
32729,Orange,TV,13,13,0000-00-00,0000-00-00,4,Completed,0,LOW,
38483,Ore wo Suki nano wa Omae dake ka yo,TV,12,12,5/15/2021,5/28/2021,2,Completed,0,LOW,2021
43007,Osananajimi ga Zettai ni Makenai Love Comedy,TV,12,12,4/14/2021,6/30/2021,2,Completed,0,LOW,"2021, seasonal, preliminary"
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,TV,12,12,0000-00-00,0000-00-00,9,Completed,0,LOW,"covid2020, binge"
42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,TV,12,12,7/2/2021,9/18/2021,5,Completed,0,LOW,"2021, preliminary"
40834,Ousama Ranking,TV,23,21,0000-00-00,0000-00-00,9,Watching,0,LOW,
29803,Overlord,TV,13,13,0000-00-00,0000-00-00,6,Completed,0,LOW,"binge, 2021"
26243,Owari no Seraph,TV,12,12,12/5/2021,12/7/2021,7,Completed,0,LOW,
